Date,Date_Value,Open,High,Low,Close,Adj Close,Volume
09-09-2011,40795,215.050003,216.960007,209.75,211.389999,211.389999,4574300
12-09-2011,40798,208.75,216.660004,208.649994,216.559998,216.559998,5342100
13-09-2011,40799,217.789993,219.949997,215.009995,219.529999,219.529999,4835900
14-09-2011,40800,220.220001,224.990005,216.720001,222.570007,222.570007,5881700
15-09-2011,40801,223.990005,227.199997,221.25,226.779999,226.779999,5608800
16-09-2011,40802,227.570007,240.440002,226.740005,239.300003,239.300003,11753000
19-09-2011,40805,237.110001,244,232.880005,241.690002,241.690002,8223300
20-09-2011,40806,240.800003,241.050003,231.029999,233.25,233.25,7385500
21-09-2011,40807,234.509995,240.520004,231.809998,231.869995,231.869995,5881500
22-09-2011,40808,224.720001,228.789993,219,223.229996,223.229996,8254600
23-09-2011,40809,220.509995,224.490005,219.059998,223.610001,223.610001,6468100
26-09-2011,40812,227.479996,230.240005,221.399994,229.850006,229.850006,5794100
27-09-2011,40813,234.220001,234.75,222.399994,224.210007,224.210007,7837500
28-09-2011,40814,226.350006,235.809998,225.600006,229.710007,229.710007,14436900
29-09-2011,40815,234.169998,234.300003,216.289993,222.440002,222.440002,9378500
30-09-2011,40816,218.190002,223,215.210007,216.229996,216.229996,6550300
03-10-2011,40819,217.009995,221.600006,211.389999,211.979996,211.979996,6624400
04-10-2011,40820,209.619995,215,200.429993,212.5,212.5,8711600
05-10-2011,40821,212.529999,220.169998,208.479996,219.5,219.5,6508200
06-10-2011,40822,220.279999,223.619995,217.550003,221.509995,221.509995,6849300
07-10-2011,40823,222.479996,227.899994,218.410004,224.740005,224.740005,6784300
10-10-2011,40826,226.229996,232.800003,224.100006,231.320007,231.320007,5143100
11-10-2011,40827,230.600006,236.75,229,235.479996,235.479996,5003700
12-10-2011,40828,236.639999,241.839996,234.330002,236.809998,236.809998,6510800
13-10-2011,40829,237,239.679993,235.229996,236.149994,236.149994,4833500
14-10-2011,40830,240.869995,246.710007,240.179993,246.710007,246.710007,5923700
17-10-2011,40833,244.289993,246.710007,240.669998,242.330002,242.330002,4779000
18-10-2011,40834,242.309998,244.610001,236.619995,243.880005,243.880005,4609700
19-10-2011,40835,240.669998,243.330002,229.25,231.529999,231.529999,6715100
20-10-2011,40836,232.130005,234.740005,229.800003,233.610001,233.610001,4524900
21-10-2011,40837,236.910004,237,230.600006,234.779999,234.779999,4572500
24-10-2011,40840,236.020004,240.470001,234,237.610001,237.610001,4975800
25-10-2011,40841,238.589996,239.009995,225.889999,227.149994,227.149994,14012600
26-10-2011,40842,203.690002,207.580002,196.509995,198.399994,198.399994,24134200
27-10-2011,40843,204.259995,208.600006,201.100006,206.779999,206.779999,10774300
28-10-2011,40844,206.529999,218.399994,205.75,217.320007,217.320007,9880400
31-10-2011,40847,215.789993,218.889999,213.039993,213.509995,213.509995,7343300
01-11-2011,40848,208.110001,216.210007,207.429993,212.100006,212.100006,8511800
02-11-2011,40849,215.550003,216.789993,212.720001,215.619995,215.619995,6122000
03-11-2011,40850,216.300003,218.5,213.020004,218.289993,218.289993,5315000
04-11-2011,40851,217.649994,218.229996,214.330002,216.479996,216.479996,4065800
07-11-2011,40854,216.839996,220.199997,214,217,217,3860000
08-11-2011,40855,219.199997,219.350006,215.210007,217.990005,217.990005,3914500
09-11-2011,40856,214.949997,215.699997,210.600006,211.220001,211.220001,4680600
10-11-2011,40857,213.5,214.059998,208.100006,210.789993,210.789993,5044600
11-11-2011,40858,212.520004,217.880005,210.309998,217.389999,217.389999,5163100
14-11-2011,40861,215.649994,222.350006,214.25,218.929993,218.929993,6522200
15-11-2011,40862,218,220.330002,214.259995,217.830002,217.830002,5739000
16-11-2011,40863,216.270004,216.970001,211.229996,211.990005,211.990005,5509400
17-11-2011,40864,212.509995,212.899994,202.100006,204.520004,204.520004,7983100
18-11-2011,40865,205.330002,205.339996,197.110001,197.139999,197.139999,8437500
21-11-2011,40868,193.289993,193.360001,185.050003,189.25,189.25,11321200
22-11-2011,40869,186.949997,194.039993,183.580002,192.339996,192.339996,9915600
23-11-2011,40870,193.059998,194.600006,187.889999,188.990005,188.990005,8011300
25-11-2011,40872,190.410004,190.830002,181.509995,182.399994,182.399994,4972000
28-11-2011,40875,191.649994,194.619995,190.539993,194.149994,194.149994,7207300
29-11-2011,40876,194.779999,195.5,187.300003,188.389999,188.389999,6575100
30-11-2011,40877,194.759995,195.300003,188.75,192.289993,192.289993,7717000
01-12-2011,40878,191.850006,198.070007,191.589996,197.130005,197.130005,7327700
02-12-2011,40879,197.070007,199.660004,195.179993,196.029999,196.029999,7526200
05-12-2011,40882,198.860001,199,193.669998,196.240005,196.240005,5922100
06-12-2011,40883,195.979996,198.320007,190.110001,191.990005,191.990005,5202000
07-12-2011,40884,191.029999,196.710007,189.119995,195.320007,195.320007,6427300
08-12-2011,40885,193.570007,195.889999,190.080002,190.479996,190.479996,4361100
09-12-2011,40886,191.210007,193.949997,188.399994,193.029999,193.029999,5158800
12-12-2011,40889,190.029999,191.149994,187.630005,189.520004,189.520004,4343200
13-12-2011,40890,188.559998,189.679993,178.5,180.509995,180.509995,9297300
14-12-2011,40891,179,180.75,170.25,180.210007,180.210007,11614200
15-12-2011,40892,182.050003,184.800003,179.529999,181.259995,181.259995,7259900
16-12-2011,40893,182.419998,184.410004,180.309998,181.259995,181.259995,6664100
19-12-2011,40896,182,183.169998,179,179.330002,179.330002,4533600
20-12-2011,40897,182.690002,183.169998,180.539993,182.520004,182.520004,4600100
21-12-2011,40898,181.919998,183.5,172.490005,174.350006,174.350006,8066700
22-12-2011,40899,175.089996,179.669998,174.210007,179.029999,179.029999,4694900
23-12-2011,40900,179.220001,179.679993,175.600006,177.279999,177.279999,3496500
27-12-2011,40904,177.729996,178.589996,176.160004,176.270004,176.270004,2950900
28-12-2011,40905,176.389999,176.649994,172.279999,173.889999,173.889999,3659500
29-12-2011,40906,169.619995,174.550003,166.970001,173.860001,173.860001,8209300
30-12-2011,40907,173.360001,175.169998,172.490005,173.100006,173.100006,4279800
03-01-2012,40911,175.889999,179.479996,175.550003,179.029999,179.029999,5110800
04-01-2012,40912,179.210007,180.5,176.070007,177.509995,177.509995,4205200
05-01-2012,40913,175.940002,178.25,174.050003,177.610001,177.610001,3809100
06-01-2012,40914,178.070007,184.649994,177.5,182.610001,182.610001,7008400
09-01-2012,40917,182.759995,184.369995,177,178.559998,178.559998,5056900
10-01-2012,40918,181.100006,182.399994,177.100006,179.339996,179.339996,3985800
11-01-2012,40919,179.639999,180.770004,178.190002,178.899994,178.899994,3102700
12-01-2012,40920,179.419998,179.490005,175.75,175.929993,175.929993,5385800
13-01-2012,40921,175.809998,178.800003,173.5,178.419998,178.419998,4753500
17-01-2012,40925,180.149994,183.300003,178.509995,181.660004,181.660004,5644500
18-01-2012,40926,181.940002,190.25,181.119995,189.440002,189.440002,7473500
19-01-2012,40927,190.880005,195.940002,190.360001,194.449997,194.449997,7096000
20-01-2012,40928,190.710007,192.899994,189.039993,190.929993,190.929993,5610300
23-01-2012,40931,190.789993,191.729996,185.229996,186.089996,186.089996,4585300
24-01-2012,40932,185,188.410004,183.820007,187,187,4673800
25-01-2012,40933,186.990005,188.169998,184.610001,187.800003,187.800003,4306400
26-01-2012,40934,189.300003,194.850006,188.729996,193.320007,193.320007,5873600
27-01-2012,40935,193.089996,196.5,192.330002,195.369995,195.369995,4659000
30-01-2012,40938,193.679993,195,190.130005,192.149994,192.149994,5424100
31-01-2012,40939,194,195.630005,189.699997,194.440002,194.440002,12772200
01-02-2012,40940,173.809998,179.949997,172,179.460007,179.460007,21336600
02-02-2012,40941,179.649994,181.940002,176.800003,181.720001,181.720001,8736300
03-02-2012,40942,182.830002,187.899994,181.889999,187.679993,187.679993,8120500
06-02-2012,40945,186.279999,186.559998,182.919998,183.139999,183.139999,5310000
07-02-2012,40946,182.649994,184.940002,182.059998,184.190002,184.190002,5103900
08-02-2012,40947,184.949997,186.490005,182.910004,185.479996,185.479996,5476600
09-02-2012,40948,184.5,185.690002,181.759995,184.979996,184.979996,7189200
10-02-2012,40949,183.419998,187.630005,182.520004,185.539993,185.539993,5797100
13-02-2012,40952,187.169998,192.5,185.679993,191.589996,191.589996,6071400
14-02-2012,40953,191.080002,193.570007,186.100006,191.300003,191.300003,9527100
15-02-2012,40954,191.289993,191.539993,183.259995,184.470001,184.470001,7794400
16-02-2012,40955,177.789993,181.679993,175.139999,179.929993,179.929993,12563800
17-02-2012,40956,180.089996,183.410004,179.360001,182.5,182.5,7418100
21-02-2012,40960,182.649994,184.75,180.580002,182.259995,182.259995,6756500
22-02-2012,40961,181.949997,182.990005,180.289993,180.580002,180.580002,5785400
23-02-2012,40962,179.639999,180.75,176.960007,178.889999,178.889999,5153800
24-02-2012,40963,179.699997,180.740005,178.369995,179.130005,179.130005,3668700
27-02-2012,40966,177.539993,179.190002,176.5,178.529999,178.529999,3706200
28-02-2012,40967,178.899994,184.289993,177.949997,183.800003,183.800003,5764500
29-02-2012,40968,183.889999,184,179.009995,179.690002,179.690002,5300300
01-03-2012,40969,179.889999,180.490005,176.580002,180.039993,180.039993,4936000
02-03-2012,40970,179.479996,181.839996,178.919998,179.300003,179.300003,3657800
05-03-2012,40973,179,181.820007,178.179993,180.259995,180.259995,4682700
06-03-2012,40974,178.679993,183.5,178.039993,181.089996,181.089996,5612200
07-03-2012,40975,182.649994,185.5,182.399994,183.770004,183.770004,4951500
08-03-2012,40976,184.169998,188.380005,183.800003,187.639999,187.639999,4221500
09-03-2012,40977,186.789993,187.199997,183.440002,184.320007,184.320007,4510600
12-03-2012,40980,184.130005,185.399994,182.199997,183.389999,183.389999,2587600
13-03-2012,40981,183.919998,184.869995,180.770004,184.589996,184.589996,4405800
14-03-2012,40982,183.649994,184.320007,181.139999,182.259995,182.259995,3699700
15-03-2012,40983,182.020004,184.429993,180.300003,184.429993,184.429993,4160100
16-03-2012,40984,183.279999,185.679993,182.350006,185.050003,185.050003,4934000
19-03-2012,40987,183.449997,186.679993,183,185.520004,185.520004,3903400
20-03-2012,40988,184.880005,194.410004,182.880005,192.330002,192.330002,9165400
21-03-2012,40989,192.5,194.279999,191.259995,191.729996,191.729996,4214400
22-03-2012,40990,190.539993,194.059998,190.259995,192.399994,192.399994,3739600
23-03-2012,40991,192.009995,196.199997,191.800003,195.039993,195.039993,5984000
26-03-2012,40994,196.479996,202.970001,195.5,202.869995,202.869995,7613700
27-03-2012,40995,203.589996,209.850006,202.880005,205.440002,205.440002,9600800
28-03-2012,40996,206.139999,207,200.309998,201.160004,201.160004,6245000
29-03-2012,40997,201.279999,205.309998,200.630005,204.610001,204.610001,5711200
30-03-2012,40998,205.020004,206.850006,201.869995,202.509995,202.509995,4438100
02-04-2012,41001,198.020004,199.899994,197,198.050003,198.050003,6430300
03-04-2012,41002,198.240005,202.389999,197.5,199.660004,199.660004,5000700
04-04-2012,41003,196.949997,197.679993,192.360001,193.990005,193.990005,5456900
05-04-2012,41004,193.550003,196.029999,193.550003,194.389999,194.389999,3217500
09-04-2012,41008,192.020004,194.199997,190.5,191.869995,191.869995,3135900
10-04-2012,41009,192.75,193.520004,186.570007,186.979996,186.979996,4455000
11-04-2012,41010,189.630005,191.970001,186.789993,187.970001,187.970001,4337800
12-04-2012,41011,188.059998,192.259995,185.610001,190.690002,190.690002,4027900
13-04-2012,41012,189.899994,189.940002,186.259995,188.460007,188.460007,3431800
16-04-2012,41015,189.009995,189.470001,183.649994,185.5,185.5,4044300
17-04-2012,41016,187.210007,190.039993,186.869995,188.389999,188.389999,2829200
18-04-2012,41017,188.820007,193.449997,188.740005,191.070007,191.070007,4001900
19-04-2012,41018,192.929993,194.550003,189.75,191.100006,191.100006,4002400
20-04-2012,41019,192.339996,193.479996,189.800003,189.979996,189.979996,3243600
23-04-2012,41022,188.990005,188.990005,185.509995,188.240005,188.240005,3481000
24-04-2012,41023,188.679993,190.699997,186.509995,190.330002,190.330002,3376300
25-04-2012,41024,191.669998,194.800003,191.600006,194.419998,194.419998,3955100
26-04-2012,41025,193.570007,196.360001,193.020004,195.990005,195.990005,10234000
27-04-2012,41026,224.830002,228.690002,220.220001,226.850006,226.850006,22116900
30-04-2012,41029,223.949997,233.839996,223.050003,231.899994,231.899994,9756900
01-05-2012,41030,229.399994,232.970001,228.399994,230.039993,230.039993,6754900
02-05-2012,41031,227.820007,231.440002,227.399994,230.25,230.25,4593400
03-05-2012,41032,229.740005,232.529999,228.029999,229.449997,229.449997,4055500
04-05-2012,41033,227.800003,229.720001,223.740005,223.990005,223.990005,4585200
07-05-2012,41036,222.360001,226.869995,222.289993,225.160004,225.160004,3314300
08-05-2012,41037,223.149994,225.389999,218.199997,223.899994,223.899994,4522400
09-05-2012,41038,220.589996,225.779999,220.160004,222.979996,222.979996,3712000
10-05-2012,41039,223.910004,229.080002,221.949997,226.690002,226.690002,4648400
11-05-2012,41040,225.949997,230.679993,225.729996,227.679993,227.679993,4193600
14-05-2012,41043,225.600006,227.289993,222.509995,222.929993,222.929993,3096600
15-05-2012,41044,226.5,230.610001,223,224.389999,224.389999,5713700
16-05-2012,41045,225,228,222.5,224.059998,224.059998,5261800
17-05-2012,41046,225.050003,226,218.089996,218.360001,218.360001,4505500
18-05-2012,41047,219.410004,219.630005,212.809998,213.850006,213.850006,5231700
21-05-2012,41050,214.029999,219.979996,212.820007,218.110001,218.110001,3579800
22-05-2012,41051,218.309998,218.869995,213.960007,215.330002,215.330002,3733100
23-05-2012,41052,214.710007,217.550003,211.179993,217.279999,217.279999,4243800
24-05-2012,41053,216.979996,217.660004,212.699997,215.240005,215.240005,3141100
25-05-2012,41054,214.990005,215.979996,212.220001,212.889999,212.889999,2171400
29-05-2012,41058,214.300003,216.550003,212.289993,214.75,214.75,2693900
30-05-2012,41059,212.139999,212.979996,207.75,209.229996,209.229996,4078200
31-05-2012,41060,209.479996,213.789993,207.110001,212.910004,212.910004,4944000
01-06-2012,41061,208.440002,211.229996,207.300003,208.220001,208.220001,3951500
04-06-2012,41064,207.399994,215.350006,206.369995,214.570007,214.570007,4299600
05-06-2012,41065,213.850006,216.860001,211.160004,213.210007,213.210007,3543900
06-06-2012,41066,214.630005,218.399994,214.520004,217.639999,217.639999,2710100
07-06-2012,41067,219.649994,221.490005,218.110001,218.800003,218.800003,3503900
08-06-2012,41068,218.610001,219.419998,216.660004,218.479996,218.479996,2877000
11-06-2012,41071,217.490005,220.869995,215.199997,216.5,216.5,3749100
12-06-2012,41072,217.649994,218,214.520004,216.419998,216.419998,2833300
13-06-2012,41073,215.520004,217.380005,213.520004,214.729996,214.729996,2325200
14-06-2012,41074,215.259995,216.5,212.559998,214.449997,214.449997,3060900
15-06-2012,41075,215.289993,219.330002,214.460007,218.350006,218.350006,3785200
18-06-2012,41078,217.279999,223.759995,216.729996,222.660004,222.660004,3369600
19-06-2012,41079,223.259995,225.199997,221.660004,224.029999,224.029999,2716600
20-06-2012,41080,224.509995,224.740005,220.839996,223.020004,223.020004,2444400
21-06-2012,41081,223.839996,226.029999,220.520004,220.570007,220.570007,2843000
22-06-2012,41082,221.830002,222.509995,219.350006,222.160004,222.160004,2187500
25-06-2012,41085,220.300003,221.589996,218,220.070007,220.070007,2382300
26-06-2012,41086,221.449997,226.389999,221.449997,225.610001,225.610001,3754100
27-06-2012,41087,225.009995,227.5,223.300003,225.619995,225.619995,2799200
28-06-2012,41088,223.919998,224.619995,218.75,221.309998,221.309998,2994800
29-06-2012,41089,224.699997,228.350006,223.710007,228.350006,228.350006,3614400
02-07-2012,41092,229.300003,229.339996,226.339996,229.320007,229.320007,2330700
03-07-2012,41093,229.139999,229.529999,227.589996,229.529999,229.529999,1331700
05-07-2012,41095,228.619995,230.5,226.529999,227.059998,227.059998,2682300
06-07-2012,41096,226.350006,228.899994,224.179993,225.050003,225.050003,3203200
09-07-2012,41099,225,226,223.449997,225.050003,225.050003,1922000
10-07-2012,41100,226.25,227.139999,218.279999,219.5,219.5,2982100
11-07-2012,41101,218.949997,221.740005,215.339996,218.369995,218.369995,2734700
12-07-2012,41102,216.610001,217.300003,212.610001,215.360001,215.360001,2616200
13-07-2012,41103,215.630005,219.309998,213.880005,218.389999,218.389999,2221900
16-07-2012,41106,216.600006,218.309998,214.460007,216.009995,216.009995,2004200
17-07-2012,41107,217.449997,217.940002,213.960007,216.929993,216.929993,1987000
18-07-2012,41108,216.149994,218.669998,215.710007,217.470001,217.470001,2093000
19-07-2012,41109,220.729996,227.5,220.690002,226.169998,226.169998,5449400
20-07-2012,41110,225.360001,229.389999,225.289993,228.289993,228.289993,4170000
23-07-2012,41113,224.720001,226.580002,221.539993,226.009995,226.009995,5515100
24-07-2012,41114,226.270004,226.610001,221.229996,223.039993,223.039993,5008700
25-07-2012,41115,222,222.5,215.910004,217.050003,217.050003,3646700
26-07-2012,41116,220,221.449997,214.949997,220.009995,220.009995,6937400
27-07-2012,41117,225.25,238.339996,224.5,237.320007,237.320007,11313900
30-07-2012,41120,237,240.740005,234.070007,236.089996,236.089996,3736400
31-07-2012,41121,235.100006,236.300003,231.610001,233.300003,233.300003,3453600
01-08-2012,41122,234.139999,234.380005,230.699997,232.089996,232.089996,2543800
02-08-2012,41123,230.559998,234.339996,228.660004,230.809998,230.809998,3048100
03-08-2012,41124,234.029999,236.490005,233.029999,234.970001,234.970001,2825300
06-08-2012,41127,235.559998,235.740005,233.809998,233.990005,233.990005,1843700
07-08-2012,41128,234.130005,238,233.25,236.559998,236.559998,2058300
08-08-2012,41129,235.289993,236.449997,233.589996,234.380005,234.380005,1534300
09-08-2012,41130,233.929993,235.990005,233.5,234.059998,234.059998,1548100
10-08-2012,41131,233.080002,234.850006,231.429993,232.75,232.75,1852500
13-08-2012,41134,232.229996,234.369995,231,232.440002,232.440002,1997300
14-08-2012,41135,234.710007,236.720001,232.619995,233.190002,233.190002,2751000
15-08-2012,41136,232.259995,238.139999,232.25,237.419998,237.419998,3264700
16-08-2012,41137,237.720001,242.820007,236.199997,241.550003,241.550003,4312100
17-08-2012,41138,240.600006,243.350006,240.470001,241.169998,241.169998,3085800
20-08-2012,41141,241.369995,241.649994,238.199997,240.350006,240.350006,1889900
21-08-2012,41142,240.880005,243.850006,238.550003,239.449997,239.449997,2571500
22-08-2012,41143,239.399994,244.899994,238.800003,243.100006,243.100006,2473700
23-08-2012,41144,242.139999,243.479996,239.020004,241.199997,241.199997,2453900
24-08-2012,41145,241.679993,246.869995,241.360001,245.740005,245.740005,3698800
27-08-2012,41148,245.789993,247.5,243.119995,243.919998,243.919998,2929700
28-08-2012,41149,243.970001,246.779999,243,246.110001,246.110001,2742300
29-08-2012,41150,246.779999,247.610001,244.589996,247.119995,247.119995,1772600
30-08-2012,41151,246.990005,250,245.25,246.220001,246.220001,3647500
31-08-2012,41152,248.070007,249.449997,245.5,248.270004,248.270004,3347500
04-09-2012,41156,248.270004,251,244.660004,247.880005,247.880005,3950800
05-09-2012,41157,247.610001,248.610001,245.300003,246.220001,246.220001,2652600
06-09-2012,41158,248.229996,252.699997,247.199997,251.380005,251.380005,5361400
07-09-2012,41159,253.850006,259.420013,253.520004,259.140015,259.140015,5029500
10-09-2012,41162,259,260,256.820007,257.089996,257.089996,2567200
11-09-2012,41163,257.600006,257.600006,254.259995,255.669998,255.669998,2524800
12-09-2012,41164,256.5,257.779999,253.5,255.630005,255.630005,2273200
13-09-2012,41165,254.940002,262,253.800003,260.23999,260.23999,3525600
14-09-2012,41166,261.399994,264.109985,259.769989,261.269989,261.269989,3666200
17-09-2012,41169,261.25,261.25,257,258,258,2306300
18-09-2012,41170,258.480011,260.5,257,258.75,258.75,2215000
19-09-2012,41171,259.450012,262.839996,258.529999,261.679993,261.679993,2636800
20-09-2012,41172,260.029999,260.869995,258,260.809998,260.809998,2913600
21-09-2012,41173,261.73999,262,256.73999,257.470001,257.470001,6059300
24-09-2012,41176,255.220001,255.600006,253,254.800003,254.800003,2707900
25-09-2012,41177,256.329987,258.950012,251.029999,252.460007,252.460007,4405800
26-09-2012,41178,252.399994,254.610001,248.229996,249.669998,249.669998,2920500
27-09-2012,41179,250.539993,257.399994,250.520004,256.589996,256.589996,3397400
28-09-2012,41180,256.140015,257,253.199997,254.320007,254.320007,2456600
01-10-2012,41183,255.399994,256.160004,250.490005,252.009995,252.009995,2581200
02-10-2012,41184,252.800003,253.149994,249.029999,250.600006,250.600006,2195800
03-10-2012,41185,251.210007,256.100006,249.559998,255.919998,255.919998,2745600
04-10-2012,41186,256.01001,261.519989,255.869995,260.470001,260.470001,2700400
05-10-2012,41187,261.200012,261.899994,257.48999,258.51001,258.51001,2806500
08-10-2012,41190,257.670013,259.799988,255.559998,259.059998,259.059998,1762300
09-10-2012,41191,258.670013,259.350006,250.729996,250.960007,250.960007,3494800
10-10-2012,41192,252,252.460007,244.009995,244.990005,244.990005,3948300
11-10-2012,41193,248,249.300003,241.889999,244.220001,244.220001,3447300
12-10-2012,41194,243.179993,245.460007,241.910004,242.360001,242.360001,2203200
15-10-2012,41197,242.850006,244.779999,238.509995,244.179993,244.179993,2959800
16-10-2012,41198,244.869995,245.770004,242.080002,243.940002,243.940002,2204100
17-10-2012,41199,243.369995,248.800003,243.300003,247.490005,247.490005,3302700
18-10-2012,41200,247.770004,250.910004,242.699997,244.850006,244.850006,5305300
19-10-2012,41201,245.160004,246.820007,238.940002,240,240,4395300
22-10-2012,41204,238.809998,238.949997,232.320007,233.779999,233.779999,4500000
23-10-2012,41205,231.050003,236.5,230.009995,234.309998,234.309998,4430800
24-10-2012,41206,235.880005,235.940002,227.949997,228.490005,228.490005,3678700
25-10-2012,41207,230.919998,230.919998,222.919998,222.919998,222.919998,6741300
26-10-2012,41208,228.600006,238.710007,226.690002,238.240005,238.240005,11367500
31-10-2012,41213,236.320007,238.699997,230.5,232.889999,232.889999,4797600
01-11-2012,41214,234.229996,234.550003,231.339996,232.139999,232.139999,3905100
02-11-2012,41215,234.009995,237.399994,232.110001,232.419998,232.419998,3374700
05-11-2012,41218,232.039993,234.830002,230.110001,234.330002,234.330002,1846100
06-11-2012,41219,235.410004,237.75,234.449997,237.559998,237.559998,2661300
07-11-2012,41220,235.649994,235.660004,229.419998,232.059998,232.059998,3624200
08-11-2012,41221,232.220001,233.449997,227.100006,227.350006,227.350006,2982400
09-11-2012,41222,226.259995,230.970001,224.600006,226.309998,226.309998,3092500
12-11-2012,41225,226.589996,229.220001,225.410004,226.470001,226.470001,2128800
13-11-2012,41226,225.119995,227.899994,224.710007,226.600006,226.600006,2629800
14-11-2012,41227,226.5,227.410004,222.509995,222.949997,222.949997,3034100
15-11-2012,41228,222.300003,225.160004,218.179993,220.600006,220.600006,3404700
16-11-2012,41229,221.309998,226.25,218.639999,225.229996,225.229996,4352800
19-11-2012,41232,228.320007,232.5,227.449997,229.710007,229.710007,3591200
20-11-2012,41233,230,233.820007,229.5,233.779999,233.779999,2771700
21-11-2012,41234,233.839996,238.669998,232.75,238.029999,238.029999,2959300
